Material_ID,Material_Name,Category,Current_Stock,Safety_Stock,Unit_Price,Lead_Time_Days,Supplier_Rating,Last_Order_Quantity,Warehouse_Location,Reorder_Point,ABC_Classification,Seasonal_Factor,Quality_Score,Storage_Cost
71,Material_0071,C,55.64241262660475,120.61633692807803,23.11121973081455,8.0,3.37442730419667,74.44926372633346,East,73.67801431897898,C,0.8547249679475275,99.49923165566219,5.904267924738259
72,Material_0072,B,94.07192201553981,117.58990251942475,48.39082560297921,5.0,2.0693788486354134,15.221497116670305,West,74.96841445946207,C,0.5307271796504995,49.84025051436225,
73,Material_0073,B,110.15489222483242,158.0227678892377,24.19274358414969,8.0,3.583666105622056,19.918926096087255,East,62.06431228555172,B,1.0373102590036105,83.72851012950389,13.73916254033128
74,Material_0074,B,87.54136258297596,195.9454939771486,24.399913759201723,11.0,4.943887775801375,5.709172690363338,West,72.33236195477463,B,,82.15020421984104,4.3095393793537315
75,Material_0075,B,87.4937017926913,109.36712724086412,,8.0,1.1962142903511754,136.72737058501235,North,45.32859543157093,C,,98.71831741602752,4.783570711448129
76,Material_0076,B,121.9737551951351,152.46719399391887,37.03207545204897,6.0,,17.195224816312844,North,37.40379632280266,A,1.471650604619493,,
77,Material_0077,B,105.45598765175485,167.1526600132229,34.75191286273494,7.0,3.249130011070091,36.763340954833026,,92.49346707397893,C,0.6364511182704585,98.75231383360163,3.1596794372960124
78,Material_0078,C,107.44661758901009,177.72422429052577,14.689917237744265,5.0,,,,45.09118740158126,A,1.0683051045948369,52.04553349947892,13.345803538214076
79,Material_0079,C,86.21917301379267,157.057662211089,10.385144823703644,7.0,4.819558840037032,160.85402260511896,,88.1193099836604,C,1.2981250480064295,8.071707821482665,23.951803208462444
80,Material_0080,B,74.50466891605625,135.3188864366671,18.14708027360053,4.0,2.9334172122355957,20.402109116047427,West,69.99006300310428,A,,43.262437820181084,16.735487618028337
81,Material_0081,C,93.51711293924097,116.89639117405122,13.463478427030909,5.0,2.3267610066935425,75.37697898113457,North,98.79057944326837,C,0.5910663559874726,92.62019181454417,
82,Material_0082,A,74.31748522273398,153.445755321855,19.457599483356447,3.0,1.7259905130833646,,West,45.53191158572281,A,1.0828860015472177,90.60294322129413,7.186755189017953
83,Material_0083,B,102.14698711658177,107.11443952057573,37.28977153051338,5.0,1.9778088410266483,28.600178563069576,West,91.96501627362731,A,1.1117379058424717,86.65804102299792,12.158589564502169
84,Material_0084,A,26.516784528172572,33.14598066021571,15.980179490261277,6.0,4.331396166365771,23.75457267126134,East,86.63199908558123,C,1.2287092484753526,33.92323044455311,
85,Material_0085,A,114.36939477239176,167.4623921663067,19.660043146378623,12.0,3.4576400372686633,68.86590263603249,West,87.25032450563533,B,,46.88780225416146,2.7669724660666506
86,Material_0086,B,110.00986315860845,186.15739364344782,20.676780741956026,7.0,4.652982477953264,122.03261229291553,North,102.47797733782679,C,1.2707726882106072,72.76182340995015,
87,Material_0087,C,44.38616206266118,55.48270257832647,30.698550580057724,4.0,1.9278738086311433,70.31092333644969,West,81.40574134178269,C,1.163444393638966,66.43955595507883,11.24985689416471
88,Material_0088,A,84.69950803435759,109.61077181160249,6.5309690567646586,7.0,1.484554295395606,12.881985900185386,North,31.04322233201568,A,0.7158111864186582,,7.151370429838582
89,Material_0089,B,91.90375194119886,174.7661704402079,14.829965838652534,9.0,1.02435012390236,,North,88.98216181380774,C,0.9042357558394793,79.39284894260743,2.6734737173496184
90,Material_0090,A,70.63708852653077,232.29981878846795,22.323542657664028,9.0,3.031448150463975,24.516984002192483,South,86.39345225152104,B,1.2761299726143986,96.7911327671367,5.542484068480745
91,Material_0091,A,86.67120219771665,150.8317483070163,36.599679305108616,5.0,4.993227721527953,42.92815178464706,North,75.1074983391745,C,1.453426983400813,73.08146346019406,6.587731304027754
92,Material_0092,A,111.31901479134557,120.87988235083462,15.706093785426944,4.0,3.779861075274556,89.02187604076579,South,63.16454184642248,C,0.578946964836622,79.64973779800161,14.200882785751865
93,Material_0093,A,122.70965849936056,142.6841423558064,7.859505154206046,5.0,2.2335783678605843,10.437061189360248,South,72.78161354013432,C,,25.948974369978394,19.295287952411964
94,Material_0094,C,72.33504027467123,204.9950567659274,27.38117471270056,,4.507434332104687,76.7420701925473,West,109.16119553298208,B,0.8125222713243064,29.38990070736669,
95,Material_0095,A,99.32914626801488,124.16143283501859,14.618952533027674,8.0,4.126889063951839,45.33717236793452,South,61.60184310852199,B,0.7253938943168298,94.8269988540025,6.320289748170804
96,Material_0096,A,94.42585578719189,118.03231973398985,11.08027688308287,11.0,1.061660664306157,111.90622335120257,East,45.19177051887896,C,1.005810683519715,20.179684509841874,1.0912838588254195
97,Material_0097,A,112.40304709671102,130.6902591127187,14.699703229968552,7.0,4.26744192216409,9.435318933500062,North,50.63474626075906,B,1.1060893405565366,62.61250770125791,17.506382843588405
98,Material_0098,C,89.49348453572121,111.8668556696515,18.31530998292308,5.0,,,East,79.2940816562264,B,0.5097722314194812,86.12331995475351,6.352353078789675
99,Material_0099,A,76.78632402689281,154.9068126397918,14.84447389532546,9.0,1.5986938583344044,89.44111720037075,,113.41701058887321,C,1.280206572201191,78.02809313665627,
100,Material_0100,A,62.66035890065749,214.98713833878242,6.667313275119554,8.0,1.9053233589482983,1.0,West,124.09701444156303,C,1.3198821312594475,,3.7141604550555716
101,Material_0101,C,46.63839253287164,162.92317092464117,31.454218208951165,10.0,2.874319217500556,5.950516304030976,North,93.00463018899092,A,,86.85122279902609,
102,Material_0102,C,111.92468793195881,139.9058599149485,37.99435213445025,,2.699471708272044,233.16758250746403,East,60.3750810279866,B,0.680643733224695,89.45900400757063,19.523857637872734
103,Material_0103,C,119.63096969062173,138.32754924337823,27.820161611702776,7.0,,16.452584357648803,West,62.49816489249956,B,,81.1386830469954,5.4022669701599115
104,Material_0104,A,69.97789412170698,87.47236765213373,11.37203378624898,7.0,1.6888732888281308,185.54233632510199,South,97.51674657531407,A,0.9266253734763945,,21.013014069640338
105,Material_0105,C,108.3990587895946,185.32439108588636,18.1605967447366,8.0,4.048923158568677,10.077148573076942,West,106.63270859935679,B,0.8348278515553507,92.50364912377745,10.153810265293385
106,Material_0106,C,66.2353285810487,146.88651211948792,20.02015152190729,4.0,4.960439134939668,22.399931683068413,East,67.1600601109333,A,1.0656334514375048,55.70078324150845,12.164015824160764
107,Material_0107,A,114.22464276509999,142.78080345637497,27.0963002054406,5.0,4.111166321678762,69.8919258616219,West,108.48900989814547,C,,74.93718596059222,8.231407287889336
108,Material_0108,C,103.87663545925682,277.72430271379443,28.055094690164324,6.0,2.183747870686165,53.61484098423838,East,75.40879653992559,C,0.5230527834452101,90.95394348771714,10.289275280415538
109,Material_0109,A,103.28184383814678,161.95011633462744,13.914244514391266,11.0,,,West,94.2856795220275,A,1.4694001125661869,91.32909615503945,
110,Material_0110,B,95.94268639695412,119.92835799619263,20.926112440888158,6.0,1.870663504263753,,North,102.9093397311868,A,,69.77222655050483,5.6056571971873375
111,Material_0111,C,114.4302769521014,132.94569615177826,25.245305112831527,4.0,1.5467802979561451,,West,50.36464302052835,C,1.2511537036455784,89.56272826527484,4.221341275737264
112,Material_0112,B,106.71652072837394,195.9378283678702,41.59213808533518,8.0,3.205322198769205,13.390610464484935,,89.02877533066952,B,1.2603873821805034,31.208148824737446,1.763758808357819
113,Material_0113,A,76.28576633664065,154.53081642151056,28.567030407684538,6.0,,29.21203140585097,East,108.5728508802911,C,0.8890607096186526,31.496338625238074,3.6609655666284313
114,Material_0114,C,73.97510469384427,92.46888086730533,29.80059452118712,,,8.447702595800683,North,68.78669959278677,C,1.2516205508448137,45.89813991056788,7.472826703657529
115,Material_0115,A,156.460734894251,186.76915738300815,20.945279817972338,12.0,3.720853483734672,45.3097923223247,West,58.86837128845532,C,0.8867702086029576,,23.295515648306804
116,Material_0116,B,98.6193892627522,123.27423657844024,40.659380525286124,9.0,2.16933324513353,14.42041175362381,North,89.89570870660197,A,1.398706829574793,21.277292066665066,10.997303151151783
117,Material_0117,A,147.7955987991819,224.9319110487018,24.652575997744677,3.0,2.321244021587386,20.311424796479738,East,82.66886558087961,C,,32.47023419641532,11.468200704007357
118,Material_0118,C,84.66352970706444,193.20192262858595,13.058719151921116,11.0,,31.862045196946653,West,73.4539193745124,C,0.7923474242151515,50.58065463957193,7.527449450394018
119,Material_0119,C,70.31185539224258,132.10712417364996,40.515514914480526,7.0,2.3977905631345133,1.3567722110589582,North,79.95574580080488,C,,43.52983605651029,18.042999987495556
120,Material_0120,B,96.22639239701056,201.24065446940452,28.472868069323322,9.0,1.8504927584772521,4.822127510333972,North,46.594119884882986,C,,86.99020028678656,5.582496535496896
121,Material_0121,A,101.67174736866083,152.71422042109614,16.09450628837729,5.0,2.4973446147869582,57.906845335901714,South,88.08950645701081,B,,91.79751043784617,
122,Material_0122,C,132.82574555412845,184.11094700488877,15.80384897376613,9.0,2.0883366303119106,28.015674876690237,North,111.85195710680708,B,0.9924226893985947,41.84321447418116,6.682594961122895
123,Material_0123,B,49.22606110855542,169.389312691779,23.296142118988534,6.0,1.3532508848743112,100.04638977512188,South,65.70648420431857,C,1.3563533488135087,41.59539614411389,8.149061093918933
124,Material_0124,C,92.91658704029206,116.14573380036506,25.319944305121183,5.0,4.320555609106615,59.31843411564692,East,63.431661390993796,C,1.0231922536086928,38.250814578052676,2.331185395736081
125,Material_0125,C,95.25976304263031,124.25800670730152,22.167918538400876,6.0,4.412445556628145,1.0,South,83.45123487981768,C,0.8624598486145605,35.188773732253395,8.97735210247363
126,Material_0126,A,87.1935679015774,191.19843270324645,23.468388296710234,6.0,1.8790012006675179,47.948473856454946,East,136.91754900578007,C,0.7477361640351158,,
127,Material_0127,C,69.63686874219498,136.60898671573835,46.99206169263835,7.0,1.259088798100807,4.920616959738067,North,101.99766547106938,A,0.9086759787921972,83.1182545333731,20.290720163018513
128,Material_0128,A,50.35429984402692,133.85406147032012,34.32148613957623,9.0,3.955309749404718,75.91892402959438,North,78.11650430541403,B,1.01573610441437,79.54843449040204,25.986330143984496
129,Material_0129,C,89.43607746082071,111.79509682602588,22.09425888094525,11.0,1.8461145034536548,238.4297014074517,South,80.79197636104276,C,1.2461148572032363,68.07103997003006,3.939128577531905
130,Material_0130,B,102.19953901565212,166.94396262373846,32.157808244396136,9.0,2.573741957747441,37.87882343561071,,103.97693751233497,A,0.6210487761723387,67.57155753256811,5.52469000049025
131,Material_0131,C,61.301173007768384,232.50099676972582,11.98598497196546,7.0,1.256541008949533,57.407908196338006,North,61.8124950494184,C,0.7216091882391509,75.76924772926307,8.602785957079142
132,Material_0132,A,61.147636838091515,107.29868342982908,24.507116015078502,5.0,1.9050783390337407,13.545453838978904,South,92.23485213328809,B,0.8796540158686732,93.84987764069908,
133,Material_0133,A,89.92645902129615,150.96877826691033,49.632863002387154,11.0,4.171609113318543,28.77689633380751,South,57.650899822116216,C,0.8603984051195146,,1.8576823920974568
134,Material_0134,B,150.0706457586818,206.48882221661717,18.01089859743496,4.0,4.217585787660807,96.93021140318552,South,98.49829338437087,C,,59.10594924684056,3.9943177001658627
135,Material_0135,C,92.21225945909185,146.81434435017138,13.14686116809738,6.0,1.8283392995508416,9.161475307537682,North,74.12091215571567,B,1.2935212646403245,98.90830485765505,5.7824831724397106
136,Material_0136,C,54.90571140645682,168.09487184998935,,5.0,2.343655380426758,15.430688026599407,East,84.0138825048585,A,0.8241544029621731,44.37181380563133,4.589156381747035
137,Material_0137,B,92.62770807742167,107.50425887412482,11.648570648035768,6.0,1.5369536763749743,29.478443379858206,North,72.82247830263734,C,1.0018981804026645,75.95429008997942,2.9315286412752224
138,Material_0138,C,91.81829290756988,167.13228388830595,13.566710651983753,8.0,,62.28296901403727,West,93.9737341870663,C,1.1239070328578964,94.9411519856368,3.8276480666208297
139,Material_0139,C,19.09340071175285,142.51422939981805,16.688935429444655,,4.968686857793638,23.57094790121179,West,76.50636166821008,C,0.7321785501836051,35.17189683008449,9.346918205003384
140,Material_0140,A,98.37115400446564,189.4291998271945,9.946457826091756,10.0,3.622375804979357,131.36888597712763,North,123.15943372056519,A,1.2186953871475388,28.682052479126124,
141,Material_0141,C,93.07196409373967,197.49544206259003,20.243002271170823,8.0,3.168386036793275,4.96102859133967,East,108.37735179604424,A,1.0471113197382809,66.45993103574361,18.249848532330475
142,Material_0142,C,120.88619094440256,253.58254568074454,31.536278668557824,8.0,4.061994001621198,23.165638953064175,South,53.91422675394511,B,0.946781163031378,33.722501661451794,10.138155142620246
143,Material_0143,B,155.46868284836034,173.18532692854302,12.757532862986622,7.0,4.3603086387508965,61.71371863938031,West,83.8291227229987,A,1.3097840267383138,60.93222278625861,0.9337667805363771
144,Material_0144,B,133.79695088643274,163.03185266328666,42.93305155500929,7.0,4.22685907217891,12.808315345501356,West,94.70310463978502,C,0.743495259185182,,4.190810654307965
145,Material_0145,A,91.93333928335508,157.77537206309344,25.929881881682935,9.0,1.0661577971595064,53.41576574754677,North,70.83681342813573,C,1.3831759706143232,,2.958281557673013
146,Material_0146,C,66.80422273774988,135.87334828757247,33.625687802711546,8.0,1.747231592761994,,West,104.24953407924019,B,,79.3379137272914,1.4784500736021944
147,Material_0147,C,130.8314829907741,163.53935373846764,,5.0,,2.880411418715065,West,101.89301631820547,B,1.1091748793796583,83.41494170389203,2.0597245306673666
148,Material_0148,C,101.77655302043465,138.18394359443883,30.792237023929214,3.0,2.5030373912158517,,,78.32874893614274,B,1.3750589641689428,,7.482578887786346
149,Material_0149,A,100.41787875738838,156.73843905078456,,6.0,4.9299306042444275,132.9521338379568,South,99.62431768146766,C,1.317582687849336,81.99828210807034,
150,Material_0150,A,99.27624738669991,202.7039014243184,31.347162431113397,8.0,3.661619170553016,40.12030681234289,East,31.78674610183718,C,1.1015620688219003,69.5661133603405,6.834766603054112
151,Material_0151,B,105.94254282303565,109.73829738881435,21.887586943556144,11.0,4.826195634916826,79.56658505397704,,107.15176418553685,C,1.253187703848174,76.95627853171763,17.674322270564108
152,Material_0152,A,95.66918764228173,195.5951424451618,26.486246810613032,7.0,1.8057859265831753,20.22236887646208,East,97.7301760415105,B,,26.384845054543927,5.002013909478441
153,Material_0153,C,82.79013979359291,202.68460269359463,11.158512920102167,7.0,4.455828112460092,44.90518710350994,East,58.24644610537484,C,1.0473777534997462,45.1650085288707,
154,Material_0154,C,83.59423176278824,145.27725892035684,12.838713247382358,7.0,2.2854092232609013,34.15510347279881,South,85.03760720185711,B,0.5620701367085111,,17.281074905317645
155,Material_0155,A,52.10064323172497,65.12580403965622,27.075089787337077,9.0,4.958259232951227,145.69651823432778,South,39.4743297726552,B,,,3.9066811836763438
156,Material_0156,C,83.69725686598704,125.6871205162227,12.501216978983221,8.0,1.6307546882925892,68.83198311473375,North,64.7315273428754,C,1.329425404186332,77.900101875311,9.100240690640842
157,Material_0157,C,78.61462651968506,201.87978186244436,25.320216455872416,7.0,3.0653592753533063,,South,101.91278676164826,C,0.5596716556824967,1.4313535282541707,25.96099938428878
158,Material_0158,A,103.19290683075691,149.08527750804473,,4.0,4.171378135348488,2.3730989751655827,East,79.74327683189698,B,0.6693991256326073,83.86534993005824,10.783837007021187
159,Material_0159,A,92.35068347737435,110.02791070820356,,4.0,2.7305699224161435,39.888694831693286,West,78.63594054952897,A,,33.55629806417309,35.9533424151905
160,Material_0160,C,103.84720252069704,129.8090031508713,10.845370887305595,9.0,2.872336240750587,31.460891049475787,East,80.90452381293116,B,0.5011459506282563,72.39634669148693,
161,Material_0161,C,20.470905748209645,183.6248010601821,26.473651857227704,,4.945423182022964,131.4450407280412,,78.5714070752499,B,0.7824043288458643,96.45800169665436,
